,speech_id_long,speech_content,polarizing
850,17_74_11004022_4_p,"Die Regierung Deutschlands beharrt darauf, Einfluss darauf zu nehmen, wer in Somalia die Führung übernimmt. Dadurch trägt sie eine Mitverantwortung für die schwierige Lage der somalischen Bevölkerung sowie der Seeleute, die unter der Piraterie leiden.",0
851,18_197_11004274_8_p,"Meiner Ansicht nach ist dies nur dann akzeptabel, wenn die rechtmäßige Grundlage sichergestellt ist. Um diese rechtliche Basis zu gewährleisten, sind zwei Bedingungen erforderlich: Jeder Arbeitsbereich des Dienstes muss durch eindeutige gesetzliche Bestimmungen geregelt sein, und jeder Bereich muss einer umfassenden Überwachung durch das Parlament unterliegen.",0
852,18_180_11004282_7_p,"Es ist unbestreitbar, korrekt und von Bedeutung. Dennoch halte ich es für unrealistisch, zu fordern, dass wir im Kampf gegen den Terror ausschließlich mit Staaten zusammenarbeiten, die unseren spezifischen Datenschutzrichtlinien entsprechen. Meiner Ansicht nach wird die Welt nicht allein durch deutsche Prinzipien verbessert werden können, geschätzte Kolleginnen und Kollegen.",0
853,20_69_11004930_15,"Deutschland hat in diesem Jahr schon mehr Migranten aufgenommen als auf dem Höhepunkt der Asylkrise 2015/2016. Die Kommunen sind hoffnungslos überlastet, und Sie nehmen den Kontrollverlust nicht nur hin, Sie heizen den Migrantensturm auch noch an. Sie schließen Sonderabkommen zum Import von Zehntausenden Afghanen. Sie verteilen Millionen an Schleuser, darunter auch an die Organisation des Partners von Frau Göring-Eckardt.",1
854,19_170_11003834_0,"Stattdessen wollen Sie der BaFin immer neue Aufgaben geben. 38 000 Finanzanlagevermittler sollen zum nächsten Jahr unter die BaFin-Aufsicht gestellt werden. Kümmern Sie sich doch erst mal darum, dass die bestehenden Aufgaben der BaFin ausgeführt werden, und zwar richtig ausgeführt werden!",1
855,20_157_11005131_4_p,"Die Herrscherin der Bürokratie in Brüssel, ihres Zeichens CDU-Mitglied, nennt sich Ursula von der Leyen. Dies sind die Tatsachen, meine Damen und Herren der Union, denen Sie sich stellen und über die Sie in Ihrer Fraktion sprechen sollten.",1
856,20_54_11005083_9_p,"Euer Plan ist keine Hilfe für die Familien, er ist eine zusätzliche Last. Während die Atomkonzerne fette Profite einstreichen, bleibt der Durchschnittsbürger auf der Strecke. Dieser Abschnitt des Gesetzes, den Sie hastig beiseite schieben wollen, enthüllt Ihre echten Absichten.",1
857,20_125_11004926_3,"Der zwischenzeitliche Aufnahmestopp für die Spätaussiedler war aus unserer Sicht ein humanitärer Skandal. Wir haben das als Union von Anfang an hier im Bundestag thematisiert und immer ein rasches Umlenken gefordert. Und ich will auch sagen: Vom Deutschlandtempo haben wir ein anderes Verständnis. Zwei Sätze in einem Gesetz zu ändern, das kann auch schneller als in anderthalb Jahren gehen, auch wenn wir uns im Ziel sicherlich einig sind, Frau Bundesbeauftragte.",0
858,18_61_11004454_3_p,"Warum bleibt es in Ihrem Gesetzentwurf völlig unklar, wie Sie einen einheitlichen Standard für die qualitätsorientierte Personalplanung in der Pflege durchsetzen möchten? Es ist bemerkenswert, dass das Thema 'Fachkräfte' in Ihrem Vorschlag fast gänzlich übersehen wird. Das ist ein Schlag ins Gesicht für all jene Pflegekräfte, die unter enormen Herausforderungen, oft im belastenden Schichtdienst, tagtäglich hervorragende Arbeit leisten.",1
859,19_150_11004678_5,"Die FDP hat sich schließlich auch als Steigbügelhalter in Thüringen herausgestellt – dadurch, dass sie ihren Ministerpräsidenten wieder zurückgezogen hat. Sie hätte einfach ein bisschen Arsch in der Hose behalten und zwei, drei Tage medialen Sturm durchstehen sollen. Die bürgerliche Mehrheit in Thüringen hätte für fünf Jahre gestanden. Fünf Jahre lang hätten wir vernünftige, bürgerliche Politik in Thüringen machen können. Sie haben es leider in den Sand gesetzt –",1
860,20_158_11003584_0_p,"Vielen Dank, dass Sie die Zwischenfrage oder -bemerkung ermöglichen. Ich schätze es zudem, dass Sie als männlicher Redner in dieser Diskussion Ihre Perspektive einbringen; schließlich beteiligen sich auch Männer im Bundestag an der Abstimmung über sämtliche Gesetze, einschließlich jener, die nur Frauen betreffen.",0
861,20_151_11003142_19_p,Darum sage ich Ihnen klipp und klar: Ihre abscheulichen Pläne zur Verdrängung und Ihre zerstörerischen Vorstellungen contra die Europäische Union werden keine Realität.,1
862,20_93_11005173_0_p,"Verehrter Herr Präsident, verehrte Mitglieder des demokratischen Kreises! Ich möchte zunächst den Zuschauern auf der Tribüne dafür um Entschuldigung bitten, dass sie dieser Diskussion in einem solch scharfen Ton zuhören müssen. Es ist ein wichtiger Aspekt unserer Gesellschaft, dass Menschen mit internationalem Hintergrund einen wesentlichen Teil der deutschen Einwanderungskultur ausmachen, auf die wir mit Stolz blicken können.",0
863,19_61_11004075_2_p,"Die aktuelle Gesetzeslage wird wohl in erster Linie bewirken, dass Sozialunternehmen und Gemeinden zügig Arbeitsgelegenheiten anbieten. Das kann im Handumdrehen geschehen. Daher kann ich mich dem Eindruck nicht entziehen, dass Ihr Hauptziel darin besteht, die Arbeitslosenquote eilig in ein besseres Licht zu rücken, bevor die SPD die Koalitionsergebnisse unter die Lupe nimmt.",1
864,19_74_11004679_8_p,"Anstatt den Schutzsuchenden beizustehen, unterstützt die Bundesregierung die Ausbildung der sogenannten libyschen Küstenwache. Diese Truppe agiert im Auftrag der EU als Schlägertruppe, die schutzlose Menschen im Mittelmeer drangsaliert und sie zurück in libysche Gefängnisse zwingt, wo Folter an der Tagesordnung steht. Beenden Sie diese unheilvolle Allianz mit solchen bewaffneten Banden. Sie werden als Wächter einer abgeschotteten europäischen Festung missbraucht.",1
865,17_47_11003546_2_p,"Heute befassen wir uns mit zwei unterschiedlichen Anliegen. Einerseits steht die Bewertung im Fokus, andererseits überlegen wir, welche Maßnahmen zur Verbesserung der humanitären Lage in Afghanistan ergriffen werden können.",0
866,17_37_11003646_4_p,"- Das ist unser Plan, Herr Kollege. Der Stabilitätsrat wird jedes Jahr die finanzielle Situation des Bundes sowie der Länder überprüfen. Er hat natürlich die Befugnis, darauf aufmerksam zu machen, wenn die Haushaltssituation eine kritische Lage nahelegt, noch bevor die Schuldenbremse offiziell greift.",0
867,19_68_11004740_1_p,"Im Schatten des Globalen Migrationspakts lauert ein weiterer Pakt, über den die Öffentlichkeit im Unwissen gelassen wird – offenbar nimmt man das Kommunikationschaos in Kauf. Wieder hechelt man der Transparenz hinterher. Weshalb schweigen Sie dazu?",1
868,20_100_11005289_2,"Bei diesen Fällen greift unser Strafgesetzbuch bereits. Was den vorliegenden Antrag der Union angeht: Es ist schon bemerkenswert, mit welcher Vehemenz Sie härtere Strafen für Klimaaktivistinnen und Klimaaktivisten fordern, aber bei anderen Rechtsverletzungen einfach nichts sagen. Wo sind Ihre Forderungen nach härteren Strafen, wenn Rechte mit Mistgabeln und Fackeln vor Flüchtlingsunterkünften stehen",1
869,20_56_11005133_0_p,"Vielen Dank. Zu Beginn möchte ich klarstellen, dass wir heute die Bundesfamilienministerin interviewen. In diesem Zusammenhang interessiert mich, Frau Lisa Paus, welche Pläne Sie im Bereich der Prävention haben, insbesondere in Bezug auf die UBSKM, wo ja einige Neuerungen bevorstehen.",0
870,20_150_11005157_3_p,"Interessant, dass Walser das Mahnmal als riesigen Alptraum inmitten der Metropole bezeichnete. Wissen Sie wirklich von diesen Aussagen, oder stoßen Sie einfach weiterhin haltlose Behauptungen aus, wie die kürzlichen Bemerkungen in Richtung von Björn Höcke?",1
871,19_36_11004880_3_p,"Da kämpft jemand jahrelang und bekommt ein kleines Zubrot, nur um am Ende genauso dazustehen wie jene, die noch keinen Cent in unser System investiert haben und keinen einzigen Tag hier gearbeitet haben. Und entschuldigen Sie bitte: Es ist eine Schande für unser Land, unsere hart arbeitenden Bürger, die ihren Job nicht mehr ausüben können, derart respektlos zu behandeln, liebe Mitbürgerinnen und Mitbürger.",1
872,18_94_11004255_10,wir als Parlament setzen das im Haushaltsverfahren gemeinsam um und entlasten die Alleinerziehenden“? Ich kann Ihnen sagen: Alleinerziehende stärken heißt Kinder stärken. Lassen Sie uns das gemeinsam angehen! Ich danke Ihnen.,0
873,17_160_11000756_8_p,"Werfen Sie einen Blick auf die Last, die ein Grundstücksbesitzer tragen muss. Die Banken dagegen, sie sind die wahren Gewinner in diesem Spiel, denn während sie die Sahne abschöpfen, bleibt das finanzielle Risiko stets bei den Bürgern hängen. Gewinne privatisieren, Verluste sozialisieren - ein Schlag ins Gesicht des Rechts auf Eigentum!",1
874,19_131_11004291_5_p,"– Herr Buschmann, während Ihrer Zeit in der schwarz-gelben Koalition haben Sie mehrfach Verantwortung übernommen, nur um eine drastische Kürzungsserie auf dem Rücken der ehrenamtlich Tätigen durchzuführen. Als es tatsächlich darum ging, die Geschicke des Landes zu lenken, haben Sie sich demonstrativ zurückgezogen mit dem Argument: Lieber gar nicht regieren als schlecht regieren! Und jetzt, plötzlich, stehen Sie da und meinen, uns belehren zu müssen, wie es besser geht? Es ist unverkennbar Ihre Schuld, dass Sie Ihrer Verantwortung nicht gerecht wurden.",1
875,19_142_11004276_13_p,"Meinen Sie ernsthaft, dass es dem europäischen Zusammenhalt hilft, wenn wir anderen Ländern vorschreiben, wie sie ihre eigenen rechtlichen Angelegenheiten zu regeln haben? Was wir wirklich benötigen, ist eine intensivere europäische Zusammenarbeit auf diesem Gebiet, statt sie zu untergraben. Wir legen dafür die notwendigen Grundlagen, nicht Ihr Antrag, der uns nur zurückwirft. Vielen Dank.",1
876,17_130_11003544_0,"Frau Präsidentin! Verehrte Kolleginnen und Kollegen! Zunächst meinen Glückwunsch, Respekt und Dank an das Verhandlungsteam um Wolfgang Schäuble! Nach Monaten zäher Verhandlungen hat diese Regierung etwas geschafft, was ein SPD-geführtes Finanzministerium in zehn Jahren nicht zustande gebracht hat.",1
877,19_229_11004256_4_p,"– Wir haben zwar verschiedene Optionen. Würde die SPD allerdings einem der vorgeschlagenen Gesetze zustimmen, wäre eine rechnerische Mehrheit nicht gegeben. Dies ist also ein klar durchschaubares Manöver. Ich möchte auch ganz offen und unmissverständlich sagen: Mir missfällt der Versuch, die Regelungen zum Personenstand verdeckt zu beseitigen, wie es Bündnis 90/Die Grünen und die FDP anstreben, indem sie das TSG abschaffen wollen. –",0
878,18_210_11004291_0,"Sehr geehrte Frau Präsidentin! Meine lieben Damen und Herren! Liebe Kolleginnen und Kollegen! Lassen Sie mich eines vorweg sagen: Ich glaube nicht, dass zwei Pässe Loyalitätskonflikte verursachen, sondern das Aberkennen von Teilen der eigenen Identität verursacht Loyalitätskonflikte.",0
879,17_122_11003790_1,"Erst wenn wir uns das in der Gesamtschau anschauen, können wir feststellen, dass der Weg in den präventiven Überwachungsstaat fortgesetzt wird. Auch der Einzelplan 06 weist - trotz oder wegen der FDP; so genau weiß man das nicht - genau in diese Richtung. Deswegen werden wir diesen Haushalt - das kann ich Ihnen vorab sagen - ablehnen.",1
880,17_85_11003748_8,"Die Intransparenz, die Sie ebenso beklagen wie wir, ist entstanden, weil der Konzern heute so ist, wie er ist. Lassen Sie mich zu dem kommen, was der Kollege Gysi wortreich zu den betriebswirtschaftlichen Kennzahlen des Unternehmens vorgetragen hat.",0
881,19_216_11004793_0_p,"Sehr geehrte Frau Präsidentin, geschätzte Damen und Herren! In den Anträgen der AfD sind zahlreiche inkorrekte Behauptungen enthalten. Bereits die Feststellung, der Lockdown während der zweiten Infektionswelle wäre vollkommen wirkungslos gewesen, ist fehlerhaft.",0
882,19_149_11004749_3_p,"Es ist offensichtlich, dass Sie weiterhin die Sicherheitschecks für die Mitarbeiter der Flugüberwachung, die hart schuftenden Gepäckabfertiger oder die tapferen Feuerwehrleute am Flughafen fordern. Diese unermüdlichen Arbeiter sind anscheinend nicht die bevorzugte Zielgruppe der FDP.",1
883,19_77_11004678_0,"Was gibt es denn da zu blöken auf der linken Seite, meine Damen und Herren? Es ist doch ein geschäftsordnungsmäßig verbrieftes Recht, wenn ein offenbar feiger Redner da vorne eine Zwischenfrage nicht zulässt, durch eine Kurzintervention antworten zu dürfen.",1
884,19_181_11004097_5_p,"Dies verdeutlicht das Potenzial und die Fähigkeiten unseres Landes. Wir sollten niemals das unterschätzen, was wir erreichen können. Egal wie anspruchsvoll die Herausforderungen auch sein mögen, die Stärke und der Mut der Menschen hier übertreffen sie.",0
885,19_124_11004731_6,"Anders als die Serviceopposition haben wir diese Zahlen im Ausschuss – ich habe sie mir nicht ausgedacht, sondern aus den Statistiken abgeleitet –, angeführt: Im Jahre 2003 lag der Preis für den Liter Superbenzin bei 1,09 Euro. Prägen Sie sich das ein: 1,09 Euro! Heute liegt er durchschnittlich, mit steigender Tendenz, bei 1,43 Euro, meine Damen und Herren. Das ist ein über 30-prozentiger Anstieg. Wer hier noch kopfrechnen kann – bei der Linken weiß ich das jetzt nicht –:",1
886,20_25_11005086_7_p,"Ob offline oder online, das Internet ist keinesfalls ein gesetzloses Paralleluniversum. Hassparolen sind keine legitimen Ansichten und diese Klarheit werden wir euren rechten Provokateuren kompromisslos einbläuen. Darauf können Sie sich gefasst machen!",1
887,19_44_11004318_9_p,"Bis zum Jahr 2021 plant das Bundeswirtschaftsministerium eine Erhöhung seines Budgets um insgesamt 528 Millionen Euro. Im Jahr 2018 beginnt der Anstieg mit zusätzlichen 26 Millionen Euro. Im Jahr 2019 wird die Summe um 132 Millionen Euro aufgestockt, und ab dem Jahr 2020 sind es jährliche Zuwächse von 185 Millionen Euro, die speziell für Forschungs- und Entwicklungsprojekte vorgesehen sind.",0
888,17_158_11003866_5_p,"Es ist wirklich bezeichnend, wie die Oppositionsparteien sich bereitwillig in diese fehlgeleitete Initiative einspannen lassen. Ein wahrer Schritt nach vorn wäre hingegen, das Konzept des Jus Soli wirklich revolutionär zu verbessern.",1
889,20_129_11004745_6_p,"Durch die Umsetzung dieser Maßnahmen wird die finanzielle Lage zahlreicher Betriebe stabilisiert, was wiederum Investitionen fördert. Zudem bietet das Gesetz im Rahmen der Einkommenssteuergesetzgebung einen bedeutenden Anreiz für die Bauindustrie durch eine neue Form der degressiven Abschreibung auf Gebäude. Außerdem wird ein weiterer Schritt unternommen, um die Doppelbesteuerung von Renten zu reduzieren, was besonders bei Rentnern und dem Abgeordneten Birkwald auf positive Resonanz stößt.",0
890,19_210_11004427_3_p,"Im Jahr 2019 wurden in Deutschland insgesamt 128.900 Personen eingebürgert. Diese Zahl stellt einen leichten Anstieg im Vergleich zu den Vorjahren dar, in denen die Einbürgerungen jeweils bei etwa 100.000 pro Jahr lagen. Betrachtet man die Einbürgerungen im Verhältnis zur Gesamtbevölkerung, entspricht dies etwas mehr als einem Promille. Die größte Gruppe unter den Neubürgern waren mit 16.200 Personen diejenigen, die zuvor die türkische Staatsangehörigkeit besaßen.",0
891,19_52_11004905_3,"Ich möchte an dieser Stelle klar sagen: Die Art und Weise, wie große Teile der Presse und auch die Altparteien auf unsere jüdischen Mitglieder öffentlich einschlagen, ist nichts anderes als eine Schande.",1
892,19_180_11004186_1_p,"Es ist wirklich unglaublich, wie Herr Spahn mit einem lässigen Kommentar daherkommt und beschließt, dass ausgerechnet die Beitragszahler die Hauptlast der Corona-Kosten tragen sollen. Stattdessen sollten diejenigen mit dicken Bankkonten die Verantwortung übernehmen, anstatt die finanziell Schwächeren noch weiter zu drücken.",1
893,17_178_11003562_0_p,"Herr Präsident! Die Bestimmung in § 44 der Geschäftsordnung ist hier in dieser Weise nicht relevant. Solche Situationen hatten wir bereits mehrfach. Es geht um Redezeiten, die entsprechend der Fraktionskontingente verteilt wurden.",0
894,20_148_11003888_4,"Und weil wir Zuwanderung brauchen, brauchen wir eine Willkommenskultur. Anträge wie die der Union und der AfD sind das Gegenteil davon und schüren eine ausländerfeindliche Stimmung insgesamt gegen Zuwanderung. Damit schrecken Sie diejenigen ab, die wir hier dringend brauchen. Und letztlich schaden Sie damit sogar unserer Wirtschaft.",1
895,19_56_11004776_6,"Es verwundert nicht, dass die FDP aufgeschreckt einen Antrag mit derselben Forderung nachgeschoben hat. Was hier stattfindet, das ist ein neoliberaler Überbietungswettbewerb um einen Teil der Ärzteschaft auf Kosten der Patientinnen und Patienten.",0
896,20_181_11005056_1,"Ich möchte das noch ein bisschen weiter einordnen, weil ich glaube – das ist schon vielfach gesagt worden; die Kollegin Helling-Plahr hat auf die kriminologischen Sachzusammenhänge hingewiesen –, dass diese Repression nicht dazu beiträgt, zukünftige Opfer zu verhindern.",0
897,19_185_11004106_7_p,"Unsere demokratische Ordnung, der Rechtsstaat und die Sicherheitskräfte sollten entschlossener und effektiver auf Bedrohungen durch Rechtsextreme und andere Gegner der Demokratie reagieren können. Herzlichen Dank.",0
898,20_58_11005117_8_p,"An einem bestimmten Punkt müssen Sie bei Ihrer Kritik eine Wahl treffen: Entweder haben Sie die Kapazitäten erheblich erweitert und alles optimal unter Kontrolle, oder die Laufzeiten der Kernkraftwerke müssen verlängert werden. Beides ist nicht gleichzeitig möglich.",0
899,18_221_11004221_2,"Liebe Frau Hein, Sie haben absolut recht: Die berufliche Bildung muss im Jahr 2017 die Anforderungen des 21 . Jahrhunderts aufnehmen und daran angepasst werden . Und ja: Wenn eine Ausbildung auch in Zukunft noch attraktiv sein soll, müssen wir jetzt für bessere Ausbildungsbedingungen sorgen .",0
900,20_71_11004675_7_p,"Unglaubliche 670 Millionen Euro werden für politische Stiftungen verschwendet! Die AfD setzt sich seit Langem für eine drastische Kürzung dieser überflüssigen Ausgaben ein, doch die Verschwendung kennt kein Ende. Weitere Beispiele für Steuergelder, die nicht nur unnötig, sondern gefährlich für unser Land sind: Der Verein United4Rescue kassiert bis 2026 über 8 Millionen Euro, um angeblich Asylsuchende nach Europa – und letztlich nach Deutschland – zu bringen. Dieses Vorgehen untergräbt unsere nationale Sicherheit und Stabilität.",1
901,20_99_11004969_20_p,"Abschließend möchte ich darauf hinweisen, dass es nicht so ist, dass nur die CDU/CSU-Fraktion bei ihrem Kommunaltag mit den Kommunen in Kontakt steht. Auch wir anderen Abgeordneten sind selbstverständlich regelmäßig im Gespräch mit den kommunalen Vertretern.",0
902,19_208_11003742_7,"Abschließend: Gemeinsam mit Joe Biden müssen wir in diesem und in den kommenden Jahren Putin den Preis zeigen, den er für seine Morde und seine immer aggressiveren Aktionen zu zahlen hat. Das, liebe Freunde, ist die einzige Sprache, die er versteht. Die Zivilgesellschaft in Russland hat eine Erwartung an uns: dass wir nicht faule Kompromisse machen, für die die Mutigen in Russland den Preis zahlen. Danke.",0
903,20_120_11005026_1_p,"Inwiefern lässt sich sicherstellen, dass wir in dieser Situation tatsächlich CO2 reduzieren? Die Verringerung würde etliche Jahre in Anspruch nehmen, um den beabsichtigten Effekt zu erreichen. Daher scheint Ihr Vorgehen wenig zielführend zu sein. Vielen Dank.",0
904,20_63_11004823_10_p,"In diesem erbarmungslosen Konflikt sind bereits 400.000 unschuldige Menschenleben ausgelöscht worden, und das Blutvergießen nimmt kein Ende. Inmitten dessen behauptet Außenministerin Annalena Baerbock tatsächlich, dass die Einhaltung der Bündnisverpflichtungen Vorrang habe. Ohne den Verkauf von Kampfjets an Saudi-Arabien, so deutet sie an, würde Deutschland noch tiefer in der sozialen Fürsorge schneiden müssen. ‚Kampfjets statt Unterstützung für bedürftige Kinder‘, wie der 'Spiegel' so treffend zusammenfasst. Wie skrupellos kann man sein?",1
905,19_180_11004835_9_p,"Unsere Nation dümpelt in der EU mit einem bescheidenen Durchschnittsvermögen pro Haushalt vor sich hin. Während das Renteneintrittsalter absurd hoch getrieben wurde, fängt das Rentenniveau eher mager an. Die Kosten für Eigentum und Miete sind in die Höhe geschossen, dank einer Regulierungswut im Bausektor und einer ungebremsten Migrationspolitik, die den Wohnungsmarkt zusätzlich anheizt, meine Damen und Herren.",1
906,20_97_11005234_7_p,"Wir diskutieren immer wieder über Vorhersagen zur Wasserstoffverknappung, die jedoch oft nur auf Deutschland bezogen sind. Es zeigt sich immer wieder das gleiche Muster, dass wir bei der Entwicklung eines klimaneutralen Wärme- und Energiesystems zu sehr aus einer rein nationalen Perspektive denken. Es ist essenziell, unseren Blick mindestens auf die europäische Ebene auszuweiten. Dadurch werden sich neue Möglichkeiten ergeben, die in zukünftigen Gesetzen deutlicher berücksichtigt werden könnten. Wir Freien Demokraten werden darauf hinwirken.",0
907,20_166_11004443_2,"Die Rentenversicherung hat darauf hingewiesen, dass eine Vielzahl von Gesetzen gemacht wurde, wie zum Beispiel die Einführung des 300-Euro-Grundrentenzuschlags oder die Änderung der Hinzuverdienstgrenze. Es wurde immer fröhlich draufgepackt, bis der Esel eben zusammengeklappt ist. Insofern, Frau Hohmann, hätte ich heute von Ihnen hier im Plenum wenigstens eine öffentliche Entschuldigung erwartet. Ich hätte zumindest erwartet, dass Sie diesen Fehler eingestehen und Demut zeigen.",1
908,17_117_11000756_2_p,"Ungeachtet dessen wird der Bundestag heute mit der Unterstützung von Union, FDP, SPD und Grünen einen eher unentschlossenen Plan zum Atomausstieg verabschieden. Es ist allein der Atomkatastrophe in Fukushima zu verdanken, dass bei dieser parlamentarischen Mehrheit überhaupt ein solcher Beschluss gefasst wird. Einige der Maßnahmen, die hier getroffen werden, stimmen mich zutiefst enttäuscht und bestürzt, da ich der Meinung bin, dass aus einem solchen Ereignis entschiedenere Konsequenzen gezogen werden sollten.",0
909,17_143_11004131_4,"Das ist nicht in Ordnung. In der Bundeswehr werden eventuell Kinder mit 17 an der Waffe ausgebildet. Diese Jugendlichen werden aber in anderen Ausbildungsberufen, wie zum Beispiel Kfz-Mechatroniker, ausgebildet. Sie werden auf keinen Fall zu Auslandseinsätzen vermittelt.",0
910,17_121_11004078_4_p,"Der Bundeswirtschaftsminister hat in der letzten Debatte aufgezeigt, dass dies insbesondere für lokale Handwerksbetriebe einen erheblichen Anreiz bietet. Lassen Sie mich kurz darstellen, wie die Finanzmittel für die Städtebauförderung aufgeteilt sind. Es wird oft behauptet, dass das aktuelle Budget von 455 Millionen Euro, das vom Parlament genehmigt wurde, im Vergleich zum Vorjahr gekürzt wurde.",0
911,17_84_11003517_5,"Lassen Sie mich zusammenfassen: Die SPD-Fraktion fordert von der ungarischen Regierung und dem ungarischen Parlament nicht nur die inzwischen halbwegs zugesagte Überprüfung, sondern tatsächlich die Aufhebung, zumindest aber die Aussetzung des undemokratischen und europarechtswidrigen Mediengesetzes.",0
912,19_7_11004932_6_p,"Wir dürfen uns nicht vormachen, dass eine abnehmende Mitgliederzahl in der EU automatisch bedeutet, dass es für die verbleibenden Mitglieder mehr Geld gibt. Das ist vergleichbar mit der Misere in der Entwicklungshilfe: Je mehr Geld hingeworfen wird, ohne dass echte Fortschritte erzielt werden, desto schneller erodieren Demokratie und freier Markt.",1
913,20_91_11002735_16,"Sie laden nun für den 10. Mai zu einem Gipfel im Kanzleramt ein – gut ein Jahr, nachdem die ersten Kommunen und Kreise bei Ihnen vorstellig geworden sind und Ihnen den Hinweis gegeben haben, dass die Aufnahmekapazitäten in den Städten und Gemeinden in Deutschland erschöpft sind. Da schreiben Ihnen Oberbürgermeister, Bürgermeister und Landräte seit Wochen und Monaten, und sie bekommen aus dem Kanzleramt noch nicht einmal eine Antwort auf ihre Briefe.",1
914,19_39_11004817_9_p,"Da sich die USA zunehmend zurückziehen, wäre es für Europa vorteilhaft, die Sanktionen gegen Russland aufzuheben und eine freundschaftliche Nachbarschaftspolitik wieder aufzunehmen. Ich schätze Ihre Gesprächsbereitschaft.",0
915,19_209_11003853_0,"Frau Präsidentin! Liebe Kolleginnen und Kollegen! Thema dieser Debatte ist mal wieder Gentechnik, ein ebenso wichtiges wie kontrovers diskutiertes Thema; denn es geht um mehr oder weniger gezielte Veränderungen des Erbguts von Lebewesen. Wobei ich mich als Tierärztin schon manchmal wundere, wie locker-flockig manche darüber reden – wir haben es ja auch eben gehört –; denn am Erbgut sollte man nun wirklich nicht einfach so herumschrauben, als ob es eine Maschine wäre.",1
916,17_136_11003789_3_p,"Hätten Sie diesen Erfolg verbucht, wären wahrscheinlich Ehrentage zu Ehren von Trittin ins Leben gerufen worden. Doch wir sind diejenigen, die diese Maßnahmen durchgesetzt haben, und wir werden diesen Kurs fortsetzen. Dabei wollen wir klarstellen, dass wir nicht bereit sind, jeden Vorschlag von EU-Beamten ohne sorgfältige Prüfung einfach abzusegnen, sei es auf nationaler Ebene oder auf EU-Ebene. Unser Verständnis von Europapolitik sieht anders aus, da unkritische Akzeptanz weder Deutschland noch Europa noch die Energie- und Klimapolitik weiterbringt.",0
917,19_179_11004768_8,"Die Filmförderung Hamburg Schleswig-Holstein ist schon mit latent totalitärem Beispiel vorangegangen. Es wird dort allen Ernstes abgefragt, „ob die Geschlechter in der Geschichte ausgeglichen repräsentiert sind, ob People of Color vorkommen und Figuren mit einem unterprivilegierten sozioökonomischen Hintergrund dargestellt werden“. Meine Damen und Herren, so produziert man keine erfolgreichen deutschen Filme, so produziert man Sozial- und Multikultikitsch.",1
918,17_63_11003168_5,"Ich prophezeie: Die Landesregierung wird scheitern, wenn sie das Bauprojekt mit aller Gewalt gegen die Bürger durchdrücken will. Der Bundestag ist der Ort, über die Rolle der Bahn zu sprechen. Deshalb darf es keine Denk- und Sprechverbote geben; genau diese Denk- und Sprechverbote haben uns nämlich dahin geführt, wo wir heute sind.",1
919,19_135_11004280_2,"Wenn es Ihnen um das Thema Souveränität gegangen wäre, hätten Sie diese Woche im EU-Ausschuss ganz viel Raum und Zeit gehabt, um darüber diskutieren zu können. Aber – wie wurde es in der Geschäftsordnungsdebatte schon gesagt? – Sie werfen anderen Parteien Arbeitsverweigerung vor und sind selbst sehr dürftig in einer angeblich so wichtigen Debatte anwesend.",1
920,17_25_11003640_9_p,"In Afghanistan kommt es zu Verlusten unter der Zivilbevölkerung, was unbestritten ist. Die meisten dieser Verluste sind jedoch auf das Handeln der Taliban zurückzuführen. Auch heute früh gab es erneut in Kabul Opfer, die der Taliban zugeschrieben werden müssen, nicht den Streitkräften der NATO oder der Bundeswehr.",0
921,17_150_11004085_3_p,"Den Vorstoß zu unterstützen, den Ausbau von Solarenergieanlagen im nächsten Jahr auf 1 Gigawatt zu begrenzen, wäre ein Rückschritt. Mit einem Zuwachs von 7 Gigawatt im Vorjahr und 6,5 Gigawatt in diesem Jahr, würde eine solche Begrenzung wie ein schwerer Schlag auf die ostdeutsche Solarbranche wirken und unzählige Arbeitsplätze aufs Spiel setzen.",1
922,19_89_11004762_2,"Der pure Rassismus war handlungsleitend. Es ist anscheinend heute unter Deutschen immer noch eine weitverbreitete Ansicht, dass das richtig sei. Ich möchte da einfach einmal einen AfD-Politiker zitieren: Der Kolonialismus sei „Zeichen dafür, dass die europäische weiße Rasse anderen Völkern und Ethnien zivilisatorisch weit überlegen war“. Solche Äußerungen zeigen, wie wichtig es ist, dass wir uns diesem Thema stellen und dass wir die koloniale Vergangenheit Deutschlands aufarbeiten.",0
923,20_95_11005050_6_p,"Mit Ihrem Handeln haben Sie ein Erdbeben verursacht, das die Stabilität unserer Wirtschaft ins Wanken bringt. Jetzt bleibt Ihnen nichts anderes übrig, als zunehmend auf Gaskraftwerke zu setzen. Doch wie wollen Sie Ihren Unterstützern klarmachen, dass die gigantischen, schwimmenden LNG-Terminals ein ökologisches Desaster darstellen?",1
924,17_188_11001074_12_p,"In diesen Gesprächen möchte ich der Bundeskanzlerin nahelegen, unterstützt von den Koalitionsfraktionen, klar und manchmal auch direkt zu kommunizieren, dass der Fokus auf der Sicherung unserer zukünftigen Handlungsfähigkeit liegt. Veränderungen innerhalb Europas sind notwendig, und es könnte auch sein, dass wir an bestimmten Stellen Anpassungen vornehmen müssen.",0
